Frame,0,1,10,11,100,101,111,112,121,122,123,134,200,211,212,222,223,224,232,233,234,235,300,311,322,323,332,333,334,335,336,342,343,344,345,347,400,411,422,432,433,434,443,444,445,454,455,456,500,511,533,543,544,545,554,555,556,565,566,567,600,632,633,634,643,644,654,655,656,665,666,667,676,677,700,744,754,755,764,765,766,767,776,777,778,788,832,863,865,873,874,875,876,877,878,887,888,889,975,976,986,987,988,996,997,998,999
0,0.828716814159292,0,0,0,0,0,0.0115044247787611,0,0,0,0,0,0.0103982300884956,0,0,0.00778761061946903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223451327433628,0,0,0,0,0,0,0.0207079646017699,0,0,0,0,0.00566371681415929,0,0,0,0,0,0,0.00933628318584071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686283185840708,0,0,0,0,0,0,0,0,0,0,0,0,0.0149115044247788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.82783185840708,0,0,0,0,0,0.00606194690265487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00942477876106195,0,0,0,0,0.0110619469026549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201327433628319,0,0,0,0,0.0226106194690266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00707964601769912,0,0,0,0,0,0,0,0,0.0167256637168142,0,0,0,0,0,0,0,0,0,0,0,0,0.0665044247787611,0,0,0,0,0,0,0,0,0,0.0125663716814159
2,0.827787610619469,0,0,0,0,0,0.00712389380530974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166814159292035,0,0,0,0,0.0113274336283186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203097345132743,0,0,0,0,0.00606194690265487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223451327433628,0,0,0,0,0,0,0,0,0.0111504424778761,0,0,0,0,0,0,0,0,0,0,0,0,0.0674336283185841,0,0,0,0,0,0,0,0,0,0.00977876106194691
3,0,0.0663274336283186,0,0,0,0,0.2393805309734516,0,0,0.0754867256637168,0,0,0,0,0,0.154159292035398,0,0,0,0.0401769911504425,0,0,0,0,0,0,0,0.0760619469026549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188495575221239,0,0,0,0,0,0,0,0,0,0,0,0.0432300884955752,0,0,0.116681415929204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.0803982300884956,0,0,0,0,0,0.2719911504424783,0,0,0,0,0,0,0,0,0.0554424778761062,0,0,0,0,0,0,0,0,0,0,0,0.129203539823009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325663716814159,0.0809734513274336,0,0,0,0,0,0,0,0,0,0,0.156858407079646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1925663716814155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0.130752212389381,0,0,0,0,0.0226548672566372,0.129424778761062,0,0,0,0,0,0,0,0.0755309734513274,0.161371681415929,0,0,0,0,0,0,0,0,0,0,0,0.0942477876106195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2307964601769914,0,0,0,0,0,0,0,0,0.125353982300885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298672566371681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.755221238938053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169469026548673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131858407079646,0,0,0,0,0,0,0,0,0,0,0,0.019070796460177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116814159292035,0,0,0,0,0,0,0,0,0,0,0,0,0.0143362831858407,0,0,0,0,0,0,0,0,0,0,0,0,0.01588495575221239,0,0,0,0,0,0,0,0,0,0.1536725663716817
7,0,0,0,0,0,0,0.059424778761062,0,0,0,0,0,0,0,0,0.19287610619469,0,0,0,0,0,0,0,0,0,0,0.0870796460176991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109070796460177,0,0,0,0,0,0,0.0485398230088496,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0.200486725663717,0,0,0,0,0,0,0,0,0.043141592920354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889380530973451,0,0,0,0,0,0,0,0,0,0.115442477876106,0,0,0,0,0
8,0,0,0,0,0,0,0.19783185840707956,0,0,0,0,0,0,0,0,0.27637168141592966,0,0,0,0,0,0,0,0,0,0,0,0.0705309734513274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250929203539823,0,0,0,0,0,0,0,0,0,0,0.0576548672566372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107389380530973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392920353982301
